symbol,name,current_price,market_cap_rank,total_volume,price_change_percentage_24h,ath,ath_date,market_cap_mm,contract_address,meme,base_ecosystem,cat_themed,base_meme,dog_themed,farcaster_ecosystem,frog_themed,the_boy’s_club,solana_ecosystem,ai_meme,parody_meme,layer_3_(l3),bnb_chain_ecosystem,avalanche_ecosystem,arbitrum_ecosystem,ethereum_ecosystem,shibarium_ecosystem,hybrid_token_standards,solana_meme,politifi,launchpad,fantom_ecosystem,ton_ecosystem,ton_meme,country_themed_meme,polygon_ecosystem,gaming_(gamefi),nft,on_chain_gaming,erc_404,inscriptions,erc20i
brian,Brian,0.00051916,4050.0,38669.0,28.12055,0.00057635,2024-11-12T01:15:50.537Z,0.504641,0x3ecced5b416e58664f04a39dd18935eb71d33b15,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corgi,Corgi,0.00050154,4055.0,2747.57,0.90474,0.00157901,2024-04-22T12:43:51.172Z,0.501536,0x6223901ea64608c75da8497d5eff15d19a1d8fd5,1.0,1.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boshi,Boshi,0.00049559,4088.0,33910.0,17.54879,0.00640556,2024-06-02T15:44:55.975Z,0.488151,0x33ad778e6c76237d843c52d7cafc972bb7cf8729,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wagmi,WAGMI,0.00053418,4110.0,58850.0,0.559,0.00243471,2024-07-04T00:58:17.309Z,0.480764,0x7466de7bb8b5e41ee572f4167de6be782a7fa75d,1.0,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
saca,Sandwich Cat,0.00044883,4190.0,19673.61,-1.83385,0.00180166,2024-04-25T08:12:56.317Z,0.438068,0x7466de7bb8b5e41ee572f4167de6be782a7fa75d,1.0,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
berf,BERF,0.00085503,4356.0,15175.88,27.85196,0.02191655,2024-06-23T07:23:04.057Z,0.352182,0xfc5462143a3178cf044e97c491f6bcb5e38f173e,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bcp,BlockChainPeople,0.01614878,4402.0,26939.0,0.91959,40.42,2024-06-03T13:51:45.506Z,0.339125,0x87c211144b1d9bdaa5a791b8099ea4123dc31d21,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fomo,FOMO BULL CLUB,6.28e-06,4484.0,7099.71,1.98155,0.00020892,2024-04-16T04:10:43.361Z,0.310464,0x9a86980d3625b4a6e69d8a4606d51cbc019e2002,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cat,Catson,0.00070346,4513.0,139259.0,117.5315,0.00270459,2024-07-27T05:24:20.682Z,0.303177,0xca8e8d244f0d219a6fc9e4793c635cea98d0399c,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tybeng,TYBENG,0.00017548,4558.0,4482604.0,1.37768,0.01557954,2024-06-08T10:36:34.043Z,0.291833,0x029a3b0532871735809a51e8653d6017ef04b6fa,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anime,Anime,0.00029101,4615.0,20809.0,52.86619,0.01740453,2024-04-01T01:48:06.243Z,0.291015,0x0e0c9756a3290cd782cf4ab73ac24d25291c9564,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mob,Marvin On Base,1.53935e-07,4760.0,6835.11,12.56004,5.48e-06,2024-06-30T09:31:12.454Z,0.230902,0x0e0c9756a3290cd782cf4ab73ac24d25291c9564,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
$soda,SonicSoda,1.38176e-07,5147.0,3206.44,0.85919,3.24816e-07,2024-10-22T09:12:31.985Z,0.1381,,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nippy,Cat On Catnip,3.204e-05,5165.0,325.38,2.86147,0.00144383,2024-05-09T02:22:50.700Z,0.134555,0x7a31512fb17be839b24276c211e941932c9d20e1,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
moby,MOBY,1.198e-05,5236.0,809.33,5.87662,0.00041011,2024-07-22T16:12:06.810Z,0.119792,0xea1d649ddc8e2a6e6ee40b89b2997518476cafa5,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beast,Based Beast Coin,0.01179531,5244.0,16045.06,49.18756,0.064913,2024-10-29T19:26:48.349Z,0.117953,0x82aed68f1deaca2b2aa4c5f27276374228a9f923,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
am,Animated,0.00010866,5305.0,22340.0,119.14178,0.00062621,2024-05-19T20:55:04.344Z,0.108757,0x82aed68f1deaca2b2aa4c5f27276374228a9f923,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
$goodle,Goodle,1.26e-06,5372.0,147026.0,9.50273,1.501e-05,2024-11-09T02:00:57.842Z,0.099356,0x9f235d23354857efe6c541db92a9ef1877689bcb,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cow,Cow,7.905e-05,5540.0,5213.45,12.45312,0.00048949,2024-08-18T07:50:26.076Z,0.077062,0x2ad3d80c917ddbf08acc04277f379e00e4d75395,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gib,Gibape,8.157e-05,5626.0,3756.73,29.701,0.00060657,2024-06-04T22:10:36.471Z,0.069553,0x589864a9892b1a736ae70a91824ab4dc591fd8cd,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rocco,Just a Rock,5.722e-05,5756.0,1634.05,,0.00291505,2024-06-06T04:42:44.305Z,0.057221,0x1804e3db872eed4141e482ff74c56862f2791103,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pacato,Pacato,1.35964e-07,5757.0,5442.35,17.15739,1.45e-06,2024-10-12T06:01:28.120Z,0.057199,0x1804e3db872eed4141e482ff74c56862f2791103,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blue,Blue Guy,5.534e-05,5774.0,9550.55,9.65046,0.00066792,2024-08-11T21:37:36.635Z,0.055342,0x891502ba08132653151f822a3a430198f1844115,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flower,Farcaster Flower,4.934e-05,5846.0,5425.17,80.65784,0.00028822,2024-06-20T05:27:20.137Z,0.049319,0xb043bad01195700e737d0aee852584eae9393134,1.0,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roxy,ROXY FROG,4.01e-06,6062.0,3802.44,52.37944,0.00022997,2024-06-06T04:46:13.507Z,0.033963,0x10a7a84c91988138f8dbbc82a23b02c8639e2552,1.0,1.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
moon,MOON INU,4.08125e-10,6164.0,3842.28,-25.52394,1.89765e-07,2024-03-31T16:11:47.942Z,0.028053,0xfd008f937b4d73eeb00cf74ce90c392be5f07f96,1.0,1.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nom,Nomad,1.669e-05,6339.0,1023.12,-5.06093,0.00035289,2024-05-29T22:12:28.581Z,0.01668238,0x6776caccfdcd0dfd5a38cb1d0b3b39a4ca9283ce,1.0,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
marso,Marso.Tech,0.00068838,,87166.0,0.61049,0.00149796,2024-09-23T03:35:27.824Z,,0xdfd579dd6aeb232e95a15d964a135a61925b5c93,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baldo,Bald Dog,0.00076263,,70.14,15.19277,0.173578,2024-03-26T08:09:45.570Z,,0xdfd579dd6aeb232e95a15d964a135a61925b5c93,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mewnb,MEWNB,4.897e-05,,7.44,3.42788,0.00297245,2024-05-22T17:14:17.982Z,,0x5100d1c6e41984e6a0ae251e5629d538ad33e847,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bbrett,Baby Brett on Base,0.00765107,,22052.0,5.62863,0.03288803,2024-06-27T17:30:39.620Z,,0xbe5614875952b1683cb0a2c20e6509be46d353a4,1.0,1.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
minky,MINKY,6.64e-06,,5033.8,17.54471,0.00031483,2024-08-30T11:33:58.543Z,,0xf9b738c2e7adc4f299c57afd0890b925a5efea6f,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aped,Aped,0.00394698,,1634.13,0.82039,0.01933036,2024-10-15T06:04:04.444Z,,0x988a17d9ef5683dc125de54ae4cd217c4c26454f,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lower,lower,0.00014438,,15995.48,-0.46409,0.00062861,2024-04-20T15:52:57.787Z,,0x67040bb0ad76236ddd5d156d23ec920a089d1eac,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
louder,LOUDER,0.00269939,,10580.85,20.64241,0.00359558,2024-10-15T04:52:50.682Z,,0x67040bb0ad76236ddd5d156d23ec920a089d1eac,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
moew,MOEW,0.00074608,,2670856.0,42.20579,0.00222115,2024-04-06T16:59:46.421Z,,0x15ac90165f8b45a80534228bdcb124a011f62fee,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bananas,Monkey Peepo,4.754e-05,,1031.42,10.74498,0.00492246,2024-04-15T11:07:23.063Z,,0x9a27c6759a6de0f26ac41264f0856617dec6bc3f,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mooncats,Mooncats on Base,0.0003435,,4291.73,-6.71784,0.00199602,2024-04-05T02:31:53.328Z,,0xc5396321805c7f1bce608cda194aa9155fb20f7d,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elepepe,ElephantPepe,6.09e-06,,221.48,11.0346,0.00117593,2024-04-13T06:47:32.313Z,,0xc5396321805c7f1bce608cda194aa9155fb20f7d,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
usa,Based USA,0.00091044,,90189.0,47.24134,0.01342781,2024-05-22T23:33:32.285Z,,0xb56d0839998fd79efcd15c27cf966250aa58d6d3,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dino,Coding Dino,5.874e-05,,576984.0,2.72286,0.00093491,2024-04-02T07:52:53.562Z,,0x85e90a5430af45776548adb82ee4cd9e33b08077,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nogs,Noggles,2.063e-05,,64269.0,0.51528,0.00035712,2024-04-23T10:35:44.943Z,,0x13741c5df9ab03e7aa9fb3bf1f714551dd5a5f8a,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
cats,Lolcat [OLD],6.812e-08,,868.56,,2.07297e-07,2024-05-21T12:07:02.892Z,,0xbc72c1ad220315fa849ff237cf5dd0ad0cf75c73,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normus,Normus,0.00013163,,17873.18,79.75151,0.00839891,2024-06-22T21:13:56.000Z,,0xba5ede8d98ab88cea9f0d69918dde28dc23c2553,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chuck,Chuck,0.00438134,,249096.0,10.51099,0.03322613,2024-05-10T06:20:34.936Z,,0xba5ede8d98ab88cea9f0d69918dde28dc23c2553,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
okayeg,Okayeg,1.682e-05,,520481.0,13.29614,5.614e-05,2024-05-21T23:47:09.975Z,,0xdb6e0e5094a25a052ab6845a9f1e486b9a9b3dde,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bleu,Le Bleu Elefant,0.00046657,,43682.0,45.72959,0.00300824,2024-05-19T05:04:56.641Z,,0xbf4db8b7a679f89ef38125d5f84dd1446af2ea3b,1.0,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pola,Pola On Base,0.00024642,,33713.0,157.61949,0.00906813,2024-05-04T11:28:47.343Z,,0x76e7447bafa3f0acafc9692629b1d1bc937ca15d,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bps,Base Pro Shops,0.00132287,,169668.0,1.92046,0.0051415,2024-04-11T20:48:50.009Z,,0xda761a290e01c69325d12d82ac402e5a73d62e81,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poop,Poopcoin,0.0010602,,162699.0,-15.41973,0.01885904,2024-03-31T10:49:43.024Z,,0x686b1209b2de12818aa69dd139530448d0c792b3,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
$rocky,ROCKY,0.00068413,,24626.0,17.27517,0.064156,2024-05-04T00:16:29.306Z,,0x3636a7734b669ce352e97780df361ce1f809c58c,1.0,1.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roost,Roost,0.00303545,,311269.0,27.20769,0.131903,2024-03-27T09:23:42.994Z,,0x3636a7734b669ce352e97780df361ce1f809c58c,1.0,1.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
loa,Law of Attraction,0.00902758,,14129.57,14.72394,0.145494,2024-05-24T06:09:00.684Z,,0x8d3419b9a18651f3926a205ee0b1acea1e7192de,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bshib,Based Shiba Inu,6.847e-05,,46481.0,28.86534,0.00206227,2024-03-21T03:48:55.296Z,,0xfea9dcdc9e23a9068bf557ad5b186675c61d33ea,1.0,1.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
based,BASED,1.953e-05,,923853.0,84.65746,0.00014093,2024-08-14T03:30:39.674Z,,0x32e0f9d26d1e33625742a52620cc76c1130efde6,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
keren,Keren,0.00023285,,10026.94,21.97037,0.00158408,2024-05-26T20:07:43.300Z,,0x32e0f9d26d1e33625742a52620cc76c1130efde6,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
daddy,Crypto Journey,0.39029,,10409.2,25.77394,8.35,2024-06-14T04:09:37.994Z,,0xdb173587d459ddb1b9b0f2d6d88febef039304a2,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
butt,Buttman,0.000211,,5350.54,-12.89368,0.00532792,2024-03-25T00:36:06.715Z,,0xd11a584de5fa50a4ee560c48ab44dbb31823d9bc,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
broge,Broge,1.88643e-10,,4415.5,35.89623,2.412e-09,2024-03-26T06:16:35.218Z,,0xe8e55a847bb446d967ef92f4580162fb8f2d3f38,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brett2.0,Brett 2.0,0.00043456,,45460.0,69.98349,0.0045983,2024-05-03T21:32:11.502Z,,0x1a475d06d967aeb686c98de80d079d72097aeacf,1.0,1.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pov,Degen POV,7.2084e-08,,6716.19,62.28217,1.6e-06,2024-06-06T14:04:51.563Z,,0x4c96a67b0577358894407af7bc3158fc1dffbeb5,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dog,Basic Dog Meme,0.00092329,,390287.0,211.18342,0.00824389,2024-03-08T09:51:58.454Z,,0x4c96a67b0577358894407af7bc3158fc1dffbeb5,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bolt,BOLT on Base,0.00241064,,547795.0,84.23786,0.02438675,2024-06-09T11:05:01.197Z,,0x7cf7132ede0ca592a236b6198a681bb7b42dd5ae,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tree,/treeplanting,3.597e-05,,1139.57,6.17842,0.00015634,2024-07-24T02:25:23.843Z,,0x6888c2409d48222e2cb738eb5a805a522a96ce80,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boe,Boe,0.00012367,,6230.72,16.81217,0.00390635,2024-05-09T08:48:25.445Z,,0xff62ddfa80e513114c3a0bf4d6ffff1c1d17aadf,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
